model_region,activity,value
ES53,APPL,153745.413161808
ES53,OFRU,1168.02034521028
ES53,CITR,32856.7475996689
ES53,TAGR,7147977.76632716
ES53,TABO,51635.9922165159
ES53,TWIN,7994.71828524474
ES53,FALL,3.20664626051648
ES53,VSET,68.8405265313675
ES53,DCOL,1118.29986674145
ES53,DCOH,1722.5063667509
ES53,BULL,677.632060276408
ES53,BULH,1030.20834603416
ES53,HEIL,4767.872046815
ES53,HEIH,7229.7402536463
ES53,SCOW,150.357221322489
ES53,HEIR,1574.34619571608
ES53,CAMF,1078.78461233706
ES53,CAFF,410.486121197001
ES53,CAMR,171.157866233767
ES53,CAFR,334.634908638145
ES53,PIGF,2.10005808987387
ES53,SOWS,41.7310050448601
ES53,SHGM,0.748762758012784
ES53,SHGF,0.673824081354686
ES53,HENS,107638.006036523
ES53,POUF,1298.74324160372
ES53,OANI,274087835.585689
ES61,SWHE,2.18907634067674
ES61,DWHE,1.22462423702373
ES61,RYEM,11.7451997849865
ES61,BARL,1.53699739879231
ES61,OATS,1.69856199782067
ES61,CORN,43.7579915275339
ES61,OCER,11.0916966296305
ES61,RAPE,14.92229886425
ES61,SUNF,2.39740815959977
ES61,SOYA,72273.8841041391
ES61,OOIL,260.592013426265
ES61,OIND,479.326007670733
ES61,NURS,2969.38191268016
ES61,FLOW,592932.752051073
ES61,OCRO,1058.12523243368
ES61,MAIF,221.691319323817
ES61,ROOF,465.676269221032
ES61,OFAR,2.23698600882726
ES61,GRAE,0.141367942341637
ES61,GRAI,0.143774241671168
ES61,PARI,227.102470324135
ES61,OLIV,7.59343710706015
ES61,PULS,45.8980577558408
ES61,POTA,348.328028732382
ES61,SUGB,386.678951155013
ES61,TEXT,58.4752984237324
ES61,TOBA,237965.471304118
ES61,TOMA,2439.79173964342
ES61,OVEG,473.36792623151
ES61,APPL,5251.44558779493
ES61,OFRU,131.761515758603
ES61,CITR,725.357637750549
ES61,TAGR,294533.382481615
ES61,TABO,658.202113966886
ES61,TWIN,430.260681538159
ES61,FALL,45.2262283188172
ES61,VSET,899.985832018124
ES61,DCOL,205.595039698622
ES61,DCOH,317.685403512175
ES61,BULL,23.518339440849
ES61,BULH,35.941125168354
ES61,HEIL,188.509860801314
ES61,HEIH,287.548282439297
ES61,SCOW,2.23608336228546
ES61,HEIR,50.6994433532002
ES61,CAMF,73.9759089384297
ES61,CAFF,28.096108921089
ES61,CAMR,5.65068979422812
ES61,CAFR,11.0481859682026
ES61,PIGF,0.0335739730918507
ES61,SOWS,2.69143664823152
ES61,SHGM,0.068802095341237
ES61,SHGF,0.06182132450051
ES61,HENS,2740.25377716887
ES61,POUF,31.7991993552683
ES61,OANI,6630994.2051911
ES62,SWHE,13.5456486876299
ES62,DWHE,1067.36353258188
ES62,RYEM,733.08852870976
ES62,BARL,4.71073334668047
ES62,OATS,10.9171182160629
ES62,CORN,7944.30110811127
ES62,OCER,94.9564471967475
ES62,RAPE,57018.1523617928
ES62,SUNF,8496.62282554662
ES62,OOIL,5054.63371868591
ES62,OIND,13918.1892478158
ES62,NURS,38818.5495521654
ES62,FLOW,2106163.19632825
ES62,OCRO,11597.071626573
ES62,MAIF,31424.9003650903
ES62,ROOF,35419.8842192576
ES62,OFAR,1782.0202182473
ES62,GRAE,47.7371274083164
ES62,GRAI,107.586983019481
ES62,PARI,10440.1150416987
ES62,OLIV,483.340105163902
ES62,PULS,2410.70896388945
ES62,POTA,858.500197299228
ES62,TEXT,7217.4285079485
ES62,TOMA,25619.6106005292
ES62,OVEG,640.786378670708
ES62,APPL,73314.8875438352
ES62,OFRU,277.913024250591
ES62,CITR,1910.59424450584
ES62,TAGR,99063.9639131502
ES62,TABO,106433.56153595
ES62,TWIN,419.95630499378
ES62,FALL,29.5104886094279
ES62,VSET,0.867734180706014
ES62,DCOL,1427.52999368086
ES62,DCOH,2199.1332577736
ES62,BULL,53.8808773210438
ES62,BULH,81.8070482427062
ES62,HEIL,2247.05680448757
ES62,HEIH,3416.2305139502
ES62,SCOW,507.514867161524
ES62,HEIR,1992.95400366982
ES62,CAMF,203.355856297609
ES62,CAFF,77.4543152998407
ES62,CAMR,65.2045670859227
ES62,CAFR,127.465359000397
ES62,PIGF,0.0447695180010528
ES62,SOWS,4.39244433209395
ES62,SHGM,0.27891171788457
ES62,SHGF,0.250604334004269
ES62,HENS,19247.3411487234
ES62,POUF,233.275221790662
ES62,OANI,10290874.259251
FI20,SWHE,637.375467462793
FI20,RYEM,5068.47225787695
FI20,BARL,1021.16555178011
FI20,OATS,1143.68199721428
FI20,OCER,20558.498131786
FI20,RAPE,4399.44295957575
FI20,OOIL,33103.4882390417
FI20,OIND,8550.92320166505
FI20,NURS,1863010.6700665
FI20,OCRO,22013.2503640779
FI20,ROOF,3583821.98650621
FI20,OFAR,130.999126276526
FI20,GRAE,503.099412482057
FI20,GRAI,543.720650418232
FI20,PULS,7450.37386116426
FI20,POTA,3083.27161681529
FI20,SUGB,1120.55524989438
FI20,TEXT,205840.317347479
FI20,TOMA,620329052.173736
FI20,OVEG,191000.803288029
FI20,APPL,4673291.5908523
FI20,OFRU,3623960.83267727
FI20,FALL,41731.624568307
FI20,VSET,122.290755083459
FI20,DCOL,6797.98961986435
FI20,DCOH,10524.2023825022
FI20,BULL,1255.39216103235
FI20,BULH,1911.43990392033
FI20,HEIL,2515.11479532422
FI20,HEIH,3927.54681481009
FI20,SCOW,445.828862234672
FI20,HEIR,1419.06293430675
FI20,CAFF,7642.39935132538
FI20,CAMR,600.581766309524
FI20,CAFR,598.376617100914
FI20,PIGF,187.400734635885
FI20,SHGM,3.59209472055615
FI20,SHGF,14.9158573484706
FI20,HENS,1119650.21625779
FI20,POUF,775824.667841791
FI20,OANI,95632037.9504842
FI19,SWHE,6.65789477567318
FI19,RYEM,35.2183725737052
FI19,BARL,4.06322293638852
FI19,OATS,4.67612096184745
FI19,OCER,1719.44160825102
FI19,RAPE,7.67662579843857
FI19,OOIL,2993.35978548103
FI19,OIND,143.578412886231
FI19,NURS,184372.252261931
FI19,FLOW,39358854.5135371
FI19,OCRO,14856.2553249102
FI19,ROOF,328436.607234008
FI19,OFAR,2.84776674663683
FI19,GRAE,77.5088783477243
FI19,GRAI,90.963806847429
FI19,PULS,197.849825958148
FI19,POTA,264.465448182359
FI19,SUGB,444.474489878811
FI19,TEXT,19157.2529026865
FI19,TOMA,58381610.6320819
FI19,OVEG,17329.5552704971
FI19,APPL,444442.50490357
FI19,OFRU,343646.636709895
FI19,FALL,0.515026834041061
FI19,VSET,9.4099088549698
FI19,DCOL,158.942070616305
FI19,DCOH,247.734920630796
FI19,BULL,38.0965841846481
FI19,BULH,58.6325762679816
FI19,HEIL,62.6721269827691
FI19,HEIH,98.2209759316703
FI19,SCOW,25.4443424199105
FI19,HEIR,57.3678956121736
FI19,CAMF,8877.36090066118
FI19,CAFF,228.549139755436
FI19,CAMR,11.418172911905
FI19,CAFR,11.3664112043121
FI19,PIGF,0.148373993061048
FI19,SOWS,11.776006276455
FI19,SHGM,1.3112301369122
FI19,SHGF,5.39590873173561
FI19,HENS,9210.39895900768
FI19,POUF,105.720657141006
FI19,OANI,522594.222785731
FR10,SWHE,3.94091733211393
FR10,DWHE,111.200896325529
FR10,RYEM,2432.67631210043
FR10,BARL,7.70824365431632
FR10,OATS,42.5227608903983
FR10,CORN,19.233387781035
FR10,OCER,79.5932140644116
FR10,RAPE,34.6512749385868
FR10,SUNF,349.764473137362
FR10,SOYA,962.512095984782
FR10,OOIL,502.951477816001
FR10,OIND,4006.23405548521
FR10,NURS,840040.517360509
FR10,FLOW,390750.231350052
FR10,OCRO,47068.7335100457
FR10,MAIF,352.610651032014
FR10,ROOF,23752.5690631924
FR10,OFAR,315.464295223736
FR10,GRAE,11.6414439066439
FR10,GRAI,26.8400573376328
FR10,OLIV,4732921.97253768
FR10,PULS,14.2335307054966
FR10,POTA,2309.9807662886
FR10,SUGB,32.4324184439014
FR10,TEXT,2335.62056839042
FR10,TOMA,1783296.98868595
FR10,OVEG,3699.03804794948
FR10,APPL,107970.83146701
FR10,OFRU,46031.8742881787
FR10,TABO,20531298.1557792
FR10,TWIN,2871959.03106236
FR10,FALL,66.2668901240657
FR10,VSET,450.715474995093
FR10,DCOL,1904.2328078864
FR10,DCOH,2838.12396547733
FR10,BULL,1096.91977031868
FR10,BULH,1668.88858391376
FR10,HEIL,1954.28918889026
FR10,HEIH,3003.45229574292
FR10,SCOW,110.581040391391
FR10,HEIR,494.543850942971
FR10,CAMF,313.296095113375
FR10,CAFF,952.03390563944
FR10,CAMR,23.8064706495984
FR10,CAFR,14.723396552632
FR10,PIGF,8.51429970876307
FR10,SOWS,554.665029819085
FR10,SHGM,31.4577166249017
FR10,SHGF,23.972384974854
FR10,HENS,40384.5163856255
FR10,POUF,580.460063173265
FR10,OANI,473825905.033298
FRE1,SWHE,8.29985464594373
FRE1,DWHE,581.257397638686
FRE1,RYEM,13810.9292536393
FRE1,BARL,9.99331333025768
FRE1,OATS,39.6401323212705
FRE1,CORN,49.2970061368844
FRE1,OCER,71.4679225932003
FRE1,RAPE,45.2393821386773
FRE1,SUNF,5817.27137889229
FRE1,SOYA,14464.9499593223
FRE1,OOIL,2093.33160199013
FRE1,OIND,6942.72963220469
FRE1,NURS,415121.303759185
FRE1,FLOW,409575.482878326
FRE1,OCRO,44772.8923242697
FRE1,MAIF,7.12637167983305
FRE1,ROOF,811.330420773359
FRE1,OFAR,41.5534303319708
FRE1,GRAE,1.7145083766325
FRE1,GRAI,3.3234031358885
FRE1,PULS,44.5277556245928
FRE1,POTA,253.383016112546
FRE1,SUGB,21.59442854
FRE1,TEXT,1162.12831226654
FRE1,TOBA,212113.674746265
FRE1,TOMA,886105.559629397
FRE1,OVEG,1836.42769464476
FRE1,APPL,53908.2534185083
FRE1,OFRU,22985.8772382616
FRE1,TABO,10185379.2145368
FRE1,TWIN,9524882.77382819
FRE1,FALL,414.235234317202
FRE1,VSET,424.945132468726
FRE1,DCOL,61.6484529594264
FRE1,DCOH,91.9879317389321
FRE1,BULL,28.8379292442207
FRE1,BULH,43.8444141538385
FRE1,HEIL,88.0572900458157
FRE1,HEIH,135.385499862936
FRE1,SCOW,7.3525821447292
FRE1,HEIR,20.9483728247405
FRE1,CAMF,11.4639455180955
FRE1,CAFF,36.3138732596732
FRE1,CAMR,16.8688422077531
FRE1,CAFR,10.4379267465444
FRE1,PIGF,0.148068611117826
FRE1,SOWS,9.96107858493611
FRE1,SHGM,7.72184027797472
FRE1,SHGF,5.89341260578283
FRE1,HENS,8747.0963292814
FRE1,POUF,125.443632765315
FRE1,OANI,18919295.3912774
FRF2,SWHE,5.56385529502991
FRF2,DWHE,1668.70673199716
FRF2,RYEM,1228.92095247328
FRF2,BARL,3.92645482487371
FRF2,OATS,12.1188437704043
FRF2,CORN,14.0393991147218
FRF2,OCER,39.4747872648485
FRF2,RAPE,10.073474733214
FRF2,SUNF,65.4588485848788
FRF2,SOYA,310.081772717421
FRF2,OOIL,198.688728364065
FRF2,OIND,200.375448815738
FRF2,NURS,375100.723972671
FRF2,FLOW,1386323.90122581
FRF2,OCRO,7390.02411841126
FRF2,MAIF,18.6368974937169
FRF2,ROOF,2873.58284933393
FRF2,OFAR,5.69126818564065
FRF2,GRAE,0.943630090144716
FRF2,GRAI,1.58787297346273
FRF2,PULS,9.4945955042397
FRF2,POTA,598.870729976305
FRF2,SUGB,16.6598391501679
FRF2,TEXT,1093.33280741058
FRF2,TOBA,243271.298875822
FRF2,TOMA,831406.811730026
FRF2,OVEG,1713.40343761041
FRF2,APPL,50098.1445867725
FRF2,OFRU,21516.345773389
FRF2,TAGR,7724002.67903458
FRF2,TABO,9516085.35669206
FRF2,TWIN,3437.61354798932
FRF2,FALL,49.0337807713274
FRF2,VSET,156.032044690741
FRF2,DCOL,127.851395175136
FRF2,DCOH,191.930197452769
FRF2,BULL,22.7575760589526
FRF2,BULH,34.9743577849862
FRF2,HEIL,102.06163729621
FRF2,HEIH,155.927213425194
FRF2,SCOW,5.61561292596685
FRF2,HEIR,26.7524845806069
FRF2,CAMF,13.2496234756302
FRF2,CAFF,41.8335136784113
FRF2,CAMR,8.99803111816511
FRF2,CAFR,5.57697369851002
FRF2,PIGF,0.363222278060927
FRF2,SOWS,39.8585520915987
FRF2,SHGM,3.34515687594927
FRF2,SHGF,2.5583164443273
FRF2,HENS,23715.0225348605
FRF2,POUF,338.416794033194
FRF2,OANI,33746171.2689932
FRE2,SWHE,3.52363698234228
FRE2,DWHE,2438.25696010566
FRE2,RYEM,1057.03245281358
FRE2,BARL,7.03091833092512
FRE2,OATS,18.0662811565617
FRE2,CORN,18.0674758420241
FRE2,OCER,54.7461934948742
FRE2,RAPE,8.83289552146039
FRE2,SUNF,1197.90952998664
FRE2,SOYA,6176.14916737091
FRE2,OOIL,296.536677380384
FRE2,OIND,5916.13703737652
FRE2,NURS,293112.672926837
FRE2,FLOW,1217087.11241923
FRE2,OCRO,9059.9049269448
FRE2,MAIF,18.0888041443862
FRE2,ROOF,1091.25671980731
FRE2,OFAR,28.5420726084085
FRE2,GRAE,2.02342973993015
FRE2,GRAI,4.13244675684365
FRE2,PULS,7.85735074268667
FRE2,POTA,296.509432382344
FRE2,SUGB,13.3212998585501
FRE2,TEXT,821.115797154258
FRE2,TOBA,238458.507637889
FRE2,TOMA,626547.740259716
FRE2,OVEG,1297.79456526814
FRE2,APPL,37971.6629302151
FRE2,OFRU,16246.8498150648
FRE2,TABO,7182553.89816778
FRE2,TWIN,35200.5294953533
FRE2,FALL,68.7899033776089
FRE2,VSET,183.859330792547
FRE2,DCOL,100.273675118264
FRE2,DCOH,150.30590798764
FRE2,BULL,32.871069390472
FRE2,BULH,50.0341791156383
FRE2,HEIL,119.381518291089
FRE2,HEIH,183.657197522758
FRE2,SCOW,8.16230796523145
FRE2,HEIR,29.3984723881951
FRE2,CAMF,15.6508336567766
FRE2,CAFF,49.5978187086631
FRE2,CAMR,10.2764571295449
FRE2,CAFR,6.36570067509536
FRE2,PIGF,0.790371533932955
FRE2,SOWS,70.1830472938062
FRE2,SHGM,4.5829402787694
FRE2,SHGF,3.52374976319259
FRE2,HENS,14119.2570120381
FRE2,POUF,196.839545804783
FRE2,OANI,51539533.719828
FRD2,SWHE,1.3396744987178
FRD2,DWHE,2051.13280800129
FRD2,RYEM,4441.91482823402
FRD2,BARL,15.1099489212443
FRD2,OATS,50.9990149734765
FRD2,CORN,84.6447787720888
FRD2,OCER,146.655715202593
FRD2,RAPE,26.0433516502607
FRD2,SUNF,6276.61566004663
FRD2,SOYA,9098.36895078711
FRD2,OOIL,359.30165714421
FRD2,OIND,9761.8585581636
FRD2,NURS,447901.864808048
FRD2,FLOW,1442165.41067024
FRD2,OCRO,130940.94079588
FRD2,MAIF,19.0981826616292
FRD2,ROOF,406.118376766984
FRD2,OFAR,16.6788418137671
FRD2,GRAE,1.71585982795021
FRD2,GRAI,2.30191994987873
FRD2,PULS,11.5522896590049
FRD2,POTA,834.657033387422
FRD2,SUGB,65.2258390012749
FRD2,TEXT,1246.15321905117
FRD2,TOMA,950658.688839839
FRD2,OVEG,1973.13661291184
FRD2,APPL,57798.9343224073
FRD2,OFRU,24743.4623673529
FRD2,TABO,10947924.3002067
FRD2,FALL,125.017546824839
FRD2,VSET,507.251599915183
FRD2,DCOL,93.3627513860395
FRD2,DCOH,140.032538982416
FRD2,BULL,24.7670142294171
FRD2,BULH,37.7775063916329
FRD2,HEIL,95.3028373684218
FRD2,HEIH,146.640561832813
FRD2,SCOW,7.54355018352212
FRD2,HEIR,26.1922094218561
FRD2,CAMF,13.6491537778159
FRD2,CAFF,43.262311904483
FRD2,CAMR,17.2539937684527
FRD2,CAFR,10.6861844839832
FRD2,PIGF,0.490310985766393
FRD2,SOWS,45.6876230101279
FRD2,SHGM,6.97372655847077
FRD2,SHGF,5.34688743034412
FRD2,HENS,29077.1241766002
FRD2,POUF,416.53470455977
FRD2,OANI,38882650.1051108
FRB0,SWHE,2.58608917631565
FRB0,DWHE,5.03947909695576
FRB0,RYEM,80.0343907339627
FRB0,BARL,3.02204340655042
FRB0,OATS,7.84017745617095
FRB0,CORN,7.16678255198188
FRB0,OCER,9.57528666065317
FRB0,RAPE,4.92193706571956
FRB0,SUNF,7.05464024591583
FRB0,SOYA,246.933374907425
FRB0,OOIL,92.1012881708288
FRB0,OIND,510.779136191509
FRB0,NURS,161281.200352233
FRB0,FLOW,373668.964147253
FRB0,OCRO,1108.53580966435
FRB0,MAIF,9.0030522452909
FRB0,ROOF,1304.58748510299
FRB0,OFAR,6.00360513253044
FRB0,GRAE,0.712269806108756
FRB0,GRAI,1.14282909927164
FRB0,PULS,8.13609015723378
FRB0,POTA,982.854106383798
FRB0,SUGB,52.8666135293226
FRB0,TEXT,461.46805042043
FRB0,TOBA,217484.218860293
FRB0,TOMA,351653.676669246
FRB0,OVEG,726.347526444491
FRB0,APPL,21172.5098214775
FRB0,OFRU,9035.25844010784
FRB0,CITR,946978.84880132
FRB0,TAGR,7750681.36810486
FRB0,TABO,4018821.83631322
FRB0,TWIN,4464.31667294764
FRB0,FALL,135.124780907576
FRB0,VSET,100.493127210987
FRB0,DCOL,198.280037146208
FRB0,DCOH,297.584273100673
FRB0,BULL,59.9770781356578
FRB0,BULH,92.3857419546798
FRB0,HEIL,106.836309079269
FRB0,HEIH,162.262866281095
FRB0,SCOW,3.31629853415185
FRB0,HEIR,26.1013512364506
FRB0,CAMF,12.0528124486435
FRB0,CAFF,38.0510949336225
FRB0,CAMR,5.84865843103837
FRB0,CAFR,3.62412186189182
FRB0,PIGF,0.224879588423486
FRB0,SOWS,19.6547421457769
FRB0,SHGM,1.35297715542017
FRB0,SHGF,1.03701918614901
FRB0,HENS,7058.07500947748
FRB0,POUF,98.0035616760692
FRB0,OANI,23006202.9715646
FRD1,SWHE,9.95830673410046
FRD1,DWHE,1822.10679340333
FRD1,RYEM,2745.84894933198
FRD1,BARL,18.5617030313862
FRD1,OATS,19.4499470709006
FRD1,CORN,22.7731468183765
FRD1,OCER,31.732037601992
FRD1,RAPE,40.7068133662757
FRD1,SUNF,1671.29645310744
FRD1,SOYA,10842.9661364219
FRD1,OOIL,516.127842848869
FRD1,OIND,23811.0095639414
FRD1,NURS,611413.236176926
FRD1,FLOW,656366.868020882
FRD1,OCRO,94121.5758074955
FRD1,MAIF,5.35911379998786
FRD1,ROOF,569.969890961274
FRD1,OFAR,3.37870007123367
FRD1,GRAE,0.513741072233622
FRD1,GRAI,0.54368516316737
FRD1,PULS,27.8975015554842
FRD1,POTA,3245.03975446078
FRD1,SUGB,148.822054261859
FRD1,TEXT,1666.43339242447
FRD1,TOMA,1271624.87621985
FRD1,OVEG,2650.0124383634
FRD1,APPL,76934.4433666763
FRD1,OFRU,32507.2862554338
FRD1,TABO,14664588.6056166
FRD1,FALL,116.684469593293
FRD1,VSET,430.632318994322
FRD1,DCOL,24.8966150085813
FRD1,DCOH,37.3187955788676
FRD1,BULL,9.85917620595858
FRD1,BULH,15.2345136943607
FRD1,HEIL,44.3760576557074
FRD1,HEIH,67.6085575562495
FRD1,SCOW,3.89587534118598
FRD1,HEIR,9.28845375698003
FRD1,CAMF,4.94953243849566
FRD1,CAFF,15.6678833223653
FRD1,CAMR,10.9360574314765
FRD1,CAFR,6.77444988528666
FRD1,PIGF,0.131082213044713
FRD1,SOWS,13.0026833209426
FRD1,SHGM,4.0193420419061
FRD1,SHGF,3.10273780659213
FRD1,HENS,13437.5017664953
FRD1,POUF,187.597954340343
FRD1,OANI,11706348.8827181
FRC1,SWHE,5.20162614137966
FRC1,DWHE,586.022907255105
FRC1,RYEM,204.699610013123
FRC1,BARL,5.21545478145976
FRC1,OATS,9.9322403902731
FRC1,CORN,18.6483191432041
FRC1,OCER,15.0247968743341
FRC1,RAPE,6.1273104985536
FRC1,SUNF,34.5149640757265
FRC1,SOYA,34.8336773768553
FRC1,OOIL,229.061081981792
FRC1,OIND,3631.69138750315
FRC1,NURS,430696.404173122
FRC1,FLOW,1041565.33935307
FRC1,OCRO,5831.29137122544
FRC1,MAIF,19.7206293341428
FRC1,ROOF,6376.15087112816
FRC1,OFAR,9.70882431040957
FRC1,GRAE,0.300556762080028
FRC1,GRAI,0.415207123905999
FRC1,PULS,36.3460198095762
FRC1,POTA,13917.0594035641
FRC1,SUGB,647.73215686021
FRC1,TEXT,1246.92557513194
FRC1,TOBA,22727657.9395393
FRC1,TOMA,947323.567113259
FRC1,OVEG,1957.21555065451
FRC1,APPL,57857.2710810488
FRC1,OFRU,25077.2462814811
FRC1,TAGR,5233470.1573155
FRC1,TABO,10782099.8006873
FRC1,TWIN,3911.87556497344
FRC1,FALL,38.5561618804275
FRC1,VSET,177.945921614272
FRC1,DCOL,212.245452308513
FRC1,DCOH,317.739719107659
FRC1,BULL,25.1578832136995
FRC1,BULH,39.1621896560136
FRC1,HEIL,48.5403238941701
FRC1,HEIH,74.4729529652122
FRC1,SCOW,1.42659674803326
FRC1,HEIR,12.0922902007426
FRC1,CAMF,5.10646983100541
FRC1,CAFF,16.0628717967037
FRC1,CAMR,7.56234114168006
FRC1,CAFR,4.6811274142989
FRC1,PIGF,0.676210906480609
FRC1,SOWS,46.3566576240274
FRC1,SHGM,1.67899727971097
FRC1,SHGF,1.28785045674131
FRC1,HENS,15487.8966483905
FRC1,POUF,215.193894773308
FRC1,OANI,24560207.7707296
FRF3,SWHE,7.42421400014754
FRF3,DWHE,132384.010474443
FRF3,RYEM,887.624934122251
FRF3,BARL,8.78065453257199
FRF3,OATS,19.2331989155445
FRF3,CORN,50.0272006223927
FRF3,OCER,24.890529453077
FRF3,RAPE,13.4241105229876
FRF3,SUNF,36.1224573749774
FRF3,SOYA,628.950010830202
FRF3,OOIL,383.170249725148
FRF3,OIND,84737.0902239759
FRF3,NURS,1167708.59371338
FRF3,FLOW,1345066.51459006
FRF3,OCRO,53449.3637900125
FRF3,MAIF,12.1501270569413
FRF3,ROOF,22611.702031415
FRF3,OFAR,7.79953796062982
FRF3,GRAE,0.749996701786534
FRF3,GRAI,0.804506105760205
FRF3,PULS,20.9259467973794
FRF3,POTA,17233.516338532
FRF3,SUGB,4362.16284436094
FRF3,TEXT,3032.26502632408
FRF3,TOBA,290806.944873648
FRF3,TOMA,2373438.64419518
FRF3,OVEG,4698.76643877007
FRF3,APPL,156913.982078233
FRF3,OFRU,59010.3678349388
FRF3,TABO,27833081.6871008
FRF3,TWIN,510794.449808317
FRF3,FALL,51.0107259621155
FRF3,VSET,310.317822382132
FRF3,DCOL,64.8654048299036
FRF3,DCOH,97.3701612859302
FRF3,BULL,16.3547891498729
FRF3,BULH,25.2032432159138
FRF3,HEIL,68.1762891127719
FRF3,HEIH,103.538804522319
FRF3,SCOW,4.34067242483516
FRF3,HEIR,17.6971653918748
FRF3,CAMF,8.4080679710657
FRF3,CAFF,26.5515702647219
FRF3,CAMR,11.9697809719048
FRF3,CAFR,7.40710407225389
FRF3,PIGF,0.73581200977066
FRF3,SOWS,60.2499898760316
FRF3,SHGM,1.81022576014137
FRF3,SHGF,1.37696014550295
FRF3,HENS,64162.4254031999
FRF3,POUF,903.929290199861
FRF3,OANI,33716553.8692094
FRF1,SWHE,20.4711162009496
FRF1,DWHE,147693.822774168
FRF1,RYEM,4310.47305434374
FRF1,BARL,78.9263740922768
FRF1,OATS,139.792767600024
FRF1,CORN,12.0107566835455
FRF1,OCER,114.078110200487
FRF1,RAPE,108.495243440149
FRF1,SUNF,959.339450483816
FRF1,SOYA,251.736355503702
FRF1,OOIL,6972.51829918821
FRF1,OIND,39944.50271186
FRF1,NURS,2370696.56264001
FRF1,FLOW,1059059.65327618
FRF1,OCRO,253551.145722176
FRF1,MAIF,38.9699298715383
FRF1,ROOF,30436.9932175694
FRF1,OFAR,44.6851582131566
FRF1,GRAE,3.15351000544307
FRF1,GRAI,5.37408043676053
FRF1,PULS,2385.1145548057
FRF1,POTA,4758.79302354535
FRF1,SUGB,1260.34977578665
FRF1,TEXT,6138.07334230311
FRF1,TOBA,49167.4445010355
FRF1,TOMA,4805302.20535189
FRF1,OVEG,9517.33134081732
FRF1,APPL,324122.289627425
FRF1,OFRU,125286.66203003
FRF1,TAGR,16366534.2643878
FRF1,TABO,56351932.6294481
FRF1,TWIN,9392.92456549064
FRF1,FALL,14.4239573583883
FRF1,VSET,11.9256069080994
FRF1,DCOL,250.817621476171
FRF1,DCOH,375.185337014326
FRF1,BULL,116.263246110648
FRF1,BULH,178.475538419882
FRF1,HEIL,379.214932828363
FRF1,HEIH,577.627079819836
FRF1,SCOW,31.9633893215838
FRF1,HEIR,89.563781241162
FRF1,CAMF,44.7356036385818
FRF1,CAFF,140.280612370599
FRF1,CAMR,40.8422204440904
FRF1,CAFR,25.2867054736743
FRF1,PIGF,0.729951146234829
FRF1,SOWS,68.3581591235183
FRF1,SHGM,9.98763413965657
FRF1,SHGF,7.61507362744153
FRF1,HENS,40306.095875288
FRF1,POUF,591.527440431267
FRF1,OANI,79435490.6728753
FRC2,SWHE,10.1318320819176
FRC2,DWHE,20563.4902204631
FRC2,RYEM,918.367322705367
FRC2,BARL,17.1045506913225
FRC2,OATS,58.352490221826
FRC2,CORN,22.4594690670047
FRC2,OCER,103.359162247894
FRC2,RAPE,64.0203858598372
FRC2,SUNF,492.128124569883
FRC2,SOYA,71.1094375935863
FRC2,OOIL,1825.64163277363
FRC2,OIND,14795.4700308873
FRC2,NURS,3286686.75683427
FRC2,FLOW,2364427.89844602
FRC2,OCRO,141612.419944368
FRC2,MAIF,26.4349192497861
FRC2,ROOF,2500.50260755304
FRC2,OFAR,6.93080567604817
FRC2,GRAE,0.585472948655942
FRC2,GRAI,0.739988965269427
FRC2,PULS,2569.77780724849
FRC2,POTA,44968.4383580313
FRC2,SUGB,12586.3862559542
FRC2,TEXT,8524.83325867065
FRC2,TOBA,14979500.9787083
FRC2,TOMA,6672649.56912393
FRC2,OVEG,13212.6283992671
FRC2,APPL,441444.441912534
FRC2,OFRU,166198.047309653
FRC2,TABO,78253791.3983372
FRC2,TWIN,60733.0510450846
FRC2,FALL,30.2507061323346
FRC2,VSET,14.3531696780423
FRC2,DCOL,50.019209006662
FRC2,DCOH,74.0177076598881
FRC2,BULL,63.5838495126751
FRC2,BULH,98.6651010892201
FRC2,HEIL,107.802514829736
FRC2,HEIH,166.385760499208
FRC2,SCOW,13.3844852532362
FRC2,HEIR,19.1303604023768
FRC2,CAMF,13.1189905091445
FRC2,CAFF,41.6688372964308
FRC2,CAMR,19.5461047163575
FRC2,CAFR,12.093279882619
FRC2,PIGF,0.707328678429163
FRC2,SOWS,85.7132141670391
FRC2,SHGM,6.09864152608488
FRC2,SHGF,4.64917913195308
FRC2,HENS,175475.141416313
FRC2,POUF,2448.41817367358
FRC2,OANI,39986423.5383535
FRG0,SWHE,3.60437743216023
FRG0,DWHE,24.6961577838943
FRG0,RYEM,324.497151487769
FRG0,BARL,7.34212858108163
FRG0,OATS,18.0840303263023
FRG0,CORN,13.0616450590854
FRG0,OCER,14.358260401347
FRG0,RAPE,22.0286633261398
FRG0,SUNF,18.2444530469995
FRG0,SOYA,764.289407948335
FRG0,OOIL,306.144945699235
FRG0,OIND,772.942294568829
FRG0,NURS,173187.300531409
FRG0,FLOW,134203.890011802
FRG0,OCRO,2217.16531140019
FRG0,MAIF,2.78121493232236
FRG0,ROOF,545.119500434004
FRG0,OFAR,1.14037290462495
FRG0,GRAE,0.41529744023008
FRG0,GRAI,0.574279630167068
FRG0,PULS,13.6521851142607
FRG0,POTA,3649.76555505948
FRG0,SUGB,1378.5124052995
FRG0,TEXT,463.534194781511
FRG0,TOBA,161254.322005463
FRG0,TOMA,355194.463760026
FRG0,OVEG,739.637368722887
