model_region,activity,nutrient,value
AT21,GRAS,N,78.5664503918584
AT21,GRAS,P2O5,28.5465963251165
AT21,GRAS,K2O,66.6087247586052
AT21,GROF,N,22.3190806117273
AT21,GROF,P2O5,11.2921345576785
AT21,GROF,K2O,20.3491439067248
AT21,INTF,N,18.9751483151761
AT21,INTF,P2O5,8.56555047307967
AT21,INTF,K2O,16.7949735345454
AT21,NETF,N,3.34393229655126
AT21,NETF,P2O5,2.72658408459879
AT21,NETF,K2O,3.55417037217937
AT21,NH3HOU,N,6.04995230165152
AT21,NH3STO,N,1.65839965785684
AT21,NH3GRA,N,1.67657874457145
AT21,NH3MIN,N,0.375145925507629
AT21,NH3APP,N,5.831587626343
AT21,EXPPRD,N,106.316522772686
AT21,EXPPRD,P2O5,42.4669583105327
AT21,EXPPRD,K2O,77.6119042919863
AT21,ATMOSD,N,16.0088521205656
AT21,CRESID,N,37.9870880787187
AT21,CRESID,P2O5,14.8453411608238
AT21,CRESID,K2O,29.1094212429379
AT21,BIOFIX,N,7.72861762766721
AT21,MINFER,N,15.5317417975709
AT21,MINFER,P2O5,12.6643114261107
AT21,MINFER,K2O,16.5082458703483
AT21,GASMIN,N,0.58963004697446
AT21,RUNMIN,N,0.446687258570441
AT21,GASRES,N,0.583664015967589
AT21,SURSOI,N,28.6475758765428
AT21,SURSOI,P2O5,30.364744774891
AT21,SURSOI,K2O,60.5652740899645
AT21,SURTOT,N,52.3210152491292
AT21,SURTOT,P2O5,31.8678219130599
AT21,SURTOT,K2O,63.8765906269889
AT21,LEACHI,N,2.95001277346287
AT21,DENITR,N,25.6975631030799
AT21,EXCRET,N,67.4534565093726
AT21,EXCRET,P2O5,40.0439631592132
AT21,EXCRET,K2O,88.7437851064172
AT21,MTRADE,N,-13.92778188792
AT21,MTRADE,P2O5,-6.7811644774449
AT21,MTRADE,K2O,-7.12704269927178
AT21,GASANI,N,19.534022102269
AT21,NH3TOT,N,15.5916642559305
AT21,GASTOT,N,20.1236521492434
AT21,RUNTOT,N,2.96612320737539
AT21,RUNTOT,P2O5,1.50307713816883
AT21,RUNTOT,K2O,3.3113165370244
AT21,RUNANI,N,2.51943594880495
AT21,RUNANI,P2O5,1.50307713816883
AT21,RUNANI,K2O,3.3113165370244
AT21,IMPORT,N,158.637538021815
AT21,IMPORT,P2O5,74.3347802235925
AT21,IMPORT,K2O,141.488494918975
AT21,EROSOI,P2O5,2.1726585810999
AT21,ARAB,N,179.479589243761
AT21,ARAB,P2O5,79.1679930056384
AT21,ARAB,K2O,106.621787385115
AT21,CERE,N,232.638668118568
AT21,CERE,P2O5,109.282917480778
AT21,CERE,K2O,104.635293805221
AT21,PERM,N,152.317002091539
AT21,PERM,P2O5,65.9680196708039
AT21,PERM,K2O,82.0695802900078
AT21,FODD,N,85.3650788663093
AT21,FODD,P2O5,32.2250156344048
AT21,FODD,K2O,74.0919351312097
AT21,OILS,N,211.286304089222
AT21,OILS,P2O5,61.9540089856251
AT21,OILS,K2O,89.3610543136908
AT21,OAR1,N,184.392872105255
AT21,OAR1,P2O5,66.3509104823107
AT21,OAR1,K2O,103.885117262975
AT21,AGGT,N,56.6680927466867
AT21,AGGT,P2O5,22.6354424453519
AT21,AGGT,K2O,41.3681568580668
AT21,UVAP,N,868.442990029324
AT21,UVAP,P2O5,1216.92145489874
AT21,UVAP,K2O,521.765800505071
AT21,UVAB,N,868.442990029324
AT21,UVAB,P2O5,1216.92145489874
AT21,UVAB,K2O,521.765800505071
AT21,UVAG,N,869.488960596043
AT21,UVAG,P2O5,1216.88402393197
AT21,UVAG,K2O,521.423949378288
AT21,EAAP,N,2.9040145620726
AT21,EAAP,P2O5,3.3180386711337
AT21,EAAP,K2O,1.85444454937158
AT21,EAAB,N,2.9040145620726
AT21,EAAB,P2O5,3.3180386711337
AT21,EAAB,K2O,1.85444454937158
AT21,EAAG,N,19.4061942025501
AT21,EAAG,P2O5,13.7412181393291
AT21,EAAG,K2O,10.6105309823116
AT21,UAAR,N,106.316522772707
AT21,UAAR,P2O5,42.4669583105436
AT21,UAAR,K2O,77.6119042919922
AT21,CORF,N,0.975075452227465
AT21,CORF,P2O5,1.23505863110718
AT21,CORF,K2O,1.21781267511949
AT22,SWHE,N,154.214917181015
AT22,SWHE,P2O5,66.8264641117733
AT22,SWHE,K2O,131.082679603863
AT22,DWHE,N,131.015977449969
AT22,DWHE,P2O5,50.4654135362842
AT22,DWHE,K2O,103.842293238123
AT22,RYEM,N,85.8284179937367
AT22,RYEM,P2O5,43.3804474507786
AT22,RYEM,K2O,90.0042928418023
AT22,BARL,N,126.250369851589
AT22,BARL,P2O5,63.5221986674661
AT22,BARL,K2O,124.601235847722
AT22,OATS,N,86.6640337562551
AT22,OATS,P2O5,41.0954083695209
AT22,OATS,K2O,93.8284545074016
AT22,CORN,N,350.720523218539
AT22,CORN,P2O5,168.312188707158
AT22,CORN,K2O,105.195117941973
AT22,OCER,N,114.672931449819
AT22,OCER,P2O5,37.3743638901328
AT22,OCER,K2O,77.5430727440138
AT22,RAPE,N,183.341774371264
AT22,RAPE,P2O5,100.004604202507
AT22,RAPE,K2O,55.5581134458374
AT22,SUNF,N,116.850226951877
AT22,SUNF,P2O5,66.7715582582157
AT22,SUNF,K2O,100.157337387324
AT22,SOYA,N,300.320779466954
AT22,SOYA,P2O5,82.8471115770907
AT22,SOYA,K2O,124.270667365636
AT22,OOIL,N,40.0436853347828
AT22,OOIL,P2O5,21.3566321785508
AT22,OOIL,K2O,21.3566321785508
AT22,NURS,N,400.0
AT22,NURS,P2O5,266.78908500704
AT22,NURS,K2O,242.535531824582
AT22,FLOW,N,400.0
AT22,FLOW,P2O5,320.0
AT22,FLOW,K2O,280.0
AT22,OCRO,N,172.555112032314
AT22,OCRO,P2O5,61.229233301789
AT22,OCRO,K2O,55.6629393652627
AT22,MAIF,N,206.586690782425
AT22,MAIF,P2O5,124.076090560015
AT22,MAIF,K2O,272.967399232033
