,DCOW,SCOW,COWS,BULL,HEIF,CALV,PIGS,SOWS,HENS,POUL,SHGO
PL71,158.352008345275,4.36947342024661,150.27057448426746,13.6155207736062,4.49448611513708,130.346525135355,811.990346554447,54.2765872444626,7.09905565371985,23.7317787115669,12.32302392178054
PL72,73.85640618689654,8.15968602203287,82.01609220892938,3.4595160034934684,0.2999383333078083,59.56502628280972,382.2679974106502,25.794696664471505,1720.8961873535493,3364.421918274289,6.7257762854124765
PL81,170.07830367917532,18.790320688907915,188.8686243680832,7.96665643243172,0.6907051882305334,137.1677712445091,880.2959134772211,59.40064618782587,3962.921017472685,7747.671492072267,15.48827895381036
PL82,73.11193214919297,8.077436225260417,81.18936837445335,3.424644013633801,0.2969149489652952,58.96460963769884,378.41472842275766,25.534685611015384,1703.549519688381,3330.50847867776,6.657980327195648
PL84,106.36449610843825,11.751193118445752,118.11568922688396,4.982231000510628,0.4319569734432861,85.78272804425983,550.5242540514969,37.148299716122594,2478.3531351308534,4845.281005521222,9.686144269268594
PL91,94.69749827221916,10.46221841634098,105.15971668856012,4.435735878273222,0.3845761155547227,76.37332040266288,490.1378890913628,33.07354593770615,2206.505462995221,4313.80776890985,8.623682373001527
PL92,94.69749827221916,10.46221841634098,105.15971668856012,4.435735878273222,0.3845761155547227,76.37332040266288,490.1378890913628,33.07354593770615,2206.505462995221,4313.80776890985,8.623682373001527
NL11,110.65191382539,4.41504733083341,152.6510134523528,0.298061519124309,2.13932715315973,84.6148335161566,139.048100181202,10.1833759223621,3.8868673896983,7.23362731754891,107.2202770544082
NL12,314.858326728362,4.78983884769095,127.5791909788467,0.474046216792708,3.74148112649646,154.537276974475,99.7369636983134,8.82623402224543,4.81343928968435,8.91460354801657,89.61012373100866
NL13,115.109665528314,7.40581078859246,133.03700267375953,0.444563490799027,1.67918063084464,91.7387004743597,264.015747200738,23.7910338547082,4.38241822784901,8.14305283725786,93.4436264952861
NL21,275.944255158372,13.5774909443135,126.8969645169826,1.12067693447688,3.75471148695034,185.888059373988,1614.31286053901,140.093545490003,5.66473130780639,10.5262904952556,89.13093588547396
NL22,257.665669248509,21.6709327170051,132.5253328273615,1.39667785016641,5.51060528661431,308.632852022826,1837.65336722898,152.823992292328,9.85989269742209,18.2970309789925,93.08423561113509
NL23,37.104353259555,1.80257581671804,134.23089898202173,0.0501265855517162,0.162506473781341,40.9396047079232,49.8617220803989,4.07951220465662,1.35657644764721,2.50313769396347,94.2822052249718
NL31,91.2111595586194,5.55175942251298,134.83495366179727,0.246425408407465,1.52994613956467,50.7485096444307,220.679690618339,16.2620652556761,0.860077397183991,1.58367751667934,94.70648612987232
NL32,92.6241578578781,6.07638401816368,130.1801793647036,0.343765931715094,2.92928838511018,61.6348920555977,23.6291942646553,2.07682767085668,0.824717910287894,1.50918320051825,91.4370273921096
NL33,107.430295803744,7.62869828387346,134.83495366179727,0.343765928429667,2.87420990952526,65.0885547808423,104.662412517052,7.80010895390401,0.696071094216214,1.29856097585093,94.70648612987232
NL34,24.0965614146584,7.27651147200257,150.68961237449346,0.382268638801131,2.06465089172954,48.4299945625986,42.2558646093837,2.4688752442028,1.05152795572519,1.95079438917105,105.842611998496
NL41,241.568632439426,17.7513032587709,141.39427683159496,1.52177850171971,5.16055094017529,204.836535095051,5875.96094598768,509.253942608083,15.1411035265885,28.1056213792002,99.31367760308596
NL42,54.9950620839375,9.94884405498232,134.14562067428875,0.871272927534238,3.6345109047526,58.3575823324994,1946.55632304512,172.728954144779,8.79359235559394,16.3230405386151,94.22230674427996
BE10,40.52784589742065,30.215830977279857,70.7436768747005,2.001682031181624,1.1842845890167533,54.3897011378203,458.4281267573693,29.87003795796772,836.9848463089138,1807.3147131368887,8.646332206199284
BE21,82.961023343983,14.9103009577021,74.61957000633923,2.89802803037651,1.90229636001302,74.1661465325671,953.219967144658,64.5436331210611,2.25686465510431,5.64264651263831,9.1200460572793
BE22,37.8034582335151,14.0063347878303,80.11374841458996,2.45232103759905,1.47066122594079,43.2554788435964,391.262110302803,27.1666054217,0.886320747528985,2.22322433053157,9.79154765030509
BE23,80.8620718262527,53.5046424531341,85.99251931141828,8.69390556067864,3.98477517492993,77.3491150032771,952.410327932619,65.3362099763566,1.17528347275916,2.95995436758674,10.510054354842683
BE24,17.7969644146285,20.0777569167402,86.70676250449087,2.59134903173347,1.44791097237061,41.8709036960398,150.202189337232,10.3237084272062,0.192540293646405,0.486630672973452,10.597349561936037
BE25,92.477584505062,72.1498092408406,91.5766024572586,9.37970976357865,4.13674349897255,104.58666343434,3270.98291830236,224.700451751469,3.22584126339157,8.06837812005123,11.192544155754357
BE31,6.64993121587965,10.8647664277126,83.65499613408977,1.40365779700448,0.56956323852256,28.6976141290278,26.7775125235719,2.10935806661158,0.134892839727308,0.352321778116969,10.224360949809896
BE32,56.9432864454947,58.0541327651819,106.54074655827614,6.33789134568671,4.44012621155187,101.293340794077,146.845270533318,10.4091870590955,0.580387646604253,1.43325483506043,13.021470312759153
BE33,72.2931062998999,35.6434067040273,85.76276275980052,6.3178055312791,3.36678034569024,76.0257984231176,109.254320138502,8.22326684094966,0.527535728419963,1.3028010483937,10.481973379134336
BE34,27.146524516674,93.2423582979049,78.050934157674,6.4310990244572,5.32740140423906,79.9786051277236,33.6078582436856,3.0310091812906,0.339687985737339,0.873078147557481,9.539429324923589
BE35,28.1165624361745,56.134548343064,95.27768082136208,6.3918041166152,3.59009202459798,73.6442992579423,74.0572126291005,3.99075962946346,0.57286908589532,1.40756681997411,11.644892047056276
DK01,51.14221362443001,7.539615862926626,58.590990742020175,0.908387453364654,1.816774906729308,47.41782506563493,1156.195550642531,113.00339919856292,515.0556860577587,1249.941135829764,6.631228409561973
DK02,109.93275429834776,16.20678260526264,125.94427446258317,1.9526244102726067,3.905248820545215,101.92699421623009,2485.300349394974,242.9064766379123,1107.1380406245682,2686.811188535108,14.254158194990032
DK03,145.88500365186837,21.50702540516,167.1329082690144,2.5912078801397573,5.182415760279515,135.26105134329538,3298.089389841884,322.3462602893859,1469.214868039243,3565.502043072307,18.91581752502024
DK04,153.16436171262757,22.580181211630705,175.47249254821452,2.720503760437434,5.441007520874868,142.01029629483406,3462.6571862847663,338.43066779841683,1542.5256321680254,3743.4131743619096,19.85967745119327
DK05,102.87566671272629,15.166394915020035,117.85933397816775,1.8272764957855463,3.6545529915710926,95.38383308000552,2325.757523835844,227.313196075722,1036.065773110405,2514.332458200912,13.339118419234492
SE11,2.80598632512369,3.17058859538157,39.479208609080686,0.700047203674856,0.872572765896836,12.1116878832657,14.172615213693,0.87597589059713,0.0279371484345922,0.0319685178582695,20.90098986898598
SE12,51.2076951946182,35.4828557839003,115.40782470152052,10.2661350305862,8.64777702453789,105.247909934117,286.200904888426,30.7894273383467,2.08916362968755,4.44250555330046,61.09893941322243
SE21,94.3296032223957,45.7252210572063,53.37909622902478,16.2559069992132,11.4224397699705,74.0886206146024,135.47066223131,13.8680095008904,1.34328977947834,2.88459663939138,28.259835716206734
SE22,42.0007964960259,41.6886020212034,82.13880845924062,6.25028081263692,5.39082013878233,77.1544019931271,433.524673931163,41.9382840180835,3.20599615761584,6.77107834768377,43.48573499678227
SE23,81.8313042955297,41.7926986405811,92.15575095330946,12.361936293189,8.74044588252356,94.0945855399072,428.54221446162,41.274632612707,2.27062273596036,4.79722179294574,48.78888115809089
SE31,21.3086246267187,22.3714419218329,48.14743963173919,5.72223410063669,4.32793434608731,34.8167796403685,62.9409132631884,4.6599952392605,0.159461474844092,0.290269811670756,25.49010437177627
