region,crop,pmp_diagonal
EL110000,SUNF,0.01386276434959677
EL110000,PULS,99.95659544210902
EL110000,POTA,454.7397302340959
EL110000,SUGB,138.7313482239286
EL110000,OFAR,0.01012170122466712
EL110000,OSET,27.38157908179299
EL110000,VSET,2.028339154970336
EL110000,FALL,311.8919421646692
EL120000,SWHE,2.354940373817722
EL120000,DWHE,3.508920922827948
EL120000,RYEM,65.22616205369313
EL120000,BARL,8.107216174042602
EL120000,OATS,18.8565867707038
EL120000,MAIZ,0.01378533293276828
EL120000,SUNF,0.0265034309118634
EL120000,POTA,680.2217342623298
EL120000,SUGB,140.0841146169024
EL120000,MAIF,81.74569795766622
EL120000,OFAR,3.555530345293549
EL120000,OSET,20.18899052573233
