exporter,importer,SWHE,DWHE,BARL,CORN,OCER,RAPE,SUNF,SOYA,OOIL,SUGB,SUGR,POTA,PULS,TOMA,OVEG,APPL,OFRU,CITR,WINE,OLIV,MILK,BUTR,SKIM,CHES,WHEY,BEEF,PORK,POUL,SHGM,EGGS,FATS,OFOD_M
CAN,RUS,1.27617,0.0,0.02203,0.02727,0.0,0.00145,0.00533,0.09494,0.0,0.0,0.0,1.84597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039900000000000005,0.06495000000000001,0.0,0.00634,0.0,0.0020299999999999997,4.92003,8.438469999999999,0.0,0.0318,0.0,0.0
CAN,UKR,27.4516,0.0,0.0,0.16554,0.0,0.0,0.00123,0.021920000000000002,0.0,0.0,0.0,0.04443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01157,2.25183,0.0,0.0,0.0,0.0
CAN,TUR,105.47398,0.0,0.06069,0.10122,0.0,1e-05,0.8026,0.02044,0.0,0.0,0.0,0.50608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00378,0.0,0.0,0.0,0.0,0.00035999999999999997,0.25979,0.0,0.27065,0.0,0.0
CAN,MEX,881.0237099999999,0.0,32.24687,0.01033,0.0,831.72183,1.8256400000000002,0.02264,0.0,0.0,0.0062699999999999995,5.09989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00075,0.0017,0.0,0.77716,0.0,2.19585,19.621389999999998,0.01464,0.0,0.0019199999999999998,0.0,0.0
CAN,IDN,798.05268,0.0,0.01855,0.00228,0.0,0.00617,0.0010500000000000002,15.46925,0.0,0.0,0.011869999999999999,0.02282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00619,0.0,0.0,0.01731,0.0,0.0003,0.00019,0.053329999999999995,0.0,0.0,0.0,0.0
CAN,JPN,1319.85646,0.0,149.41095,0.7409199999999999,0.0,1732.73715,0.95248,207.48134,0.0,0.0,0.0,0.020370000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043,0.0,0.99411,0.0,0.50201,1.1216,0.04239,0.0,0.0008,0.0,0.0
CAN,KOR,270.96795000000003,0.0,11.07442,0.01087,0.0,1.1966400000000001,0.001,1.29704,0.0,0.0,0.0741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023350000000000003,0.0,0.37401999999999996,0.0,3.54875,0.96869,0.39455,0.0,0.0,0.0,0.0
CAN,THA,167.18413,0.0,0.0029300000000000003,0.00126,0.0,0.0,0.012960000000000001,7.609439999999999,0.0,0.0,0.0,1.98359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00058,0.0,0.0,0.0,0.011519999999999999,0.0,0.0,0.0,0.0
CAN,VNM,24.5805,0.0,1.4196300000000002,0.00123,0.0,0.0,0.0,0.23915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAN,PAK,23.54718,0.0,0.0,0.24858000000000002,0.0,109.43882,0.0,0.031190000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAN,BGD,100.4794,0.0,0.0,0.0,0.0,6.5176099999999995,0.0,0.004200000000000001,0.0,0.0,0.0,0.00495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAN,NGA,96.32736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03448,0.0,0.0,0.0,0.0
CAN,ZAF,57.80017,0.0,48.23982,1.49321,0.0,0.039920000000000004,0.0,1e-05,0.0,0.0,0.0,0.00074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00098,0.037200000000000004,0.0,0.00621,0.0,0.0,0.13672,7.06229,0.0,0.0,0.0,0.0
CAN,ETH,25.015669999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAN,EGY,16.11679,0.0,0.037649999999999996,0.00754,0.0,0.0,0.07382,2.68487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48038,0.0,0.08012999999999999,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0
CAN,MAR,556.53566,0.0,2.43907,2.1087800000000003,0.0,3.41721,0.00281,0.13144999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08134000000000001,0.0,0.02878,0.0,0.0,0.00257,0.0005600000000000001,0.0,0.0,0.0,0.0
CAN,DZA,1187.78009,0.0,4e-05,2e-05,0.0,0.0,1.02949,3.47657,0.0,0.0,0.0,3.27955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0721,0.022760000000000002,0.0,0.0034,0.0,0.00026000000000000003,0.0,0.00214,0.0,4e-05,0.0,0.0
